collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,notes_source,notes_source.label
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2014,6.03,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2014,6.75,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2014,4.78,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2014,6.39,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2014,11.92,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2014,5.45,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2014,5.47,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2014,3.01,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,6.91,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2014,7.02,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,13.48,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,5.75,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,7.38,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2014,7.5,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,14.98,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,6.1,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,6.39,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2014,6.49,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,11.92,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,5.37,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,6.91,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,13.19,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,6.56,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,5.56,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,5.38,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,6.08,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2015,4.58,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,7.46,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,15.04,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,7.15,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,5.62,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,5.79,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,6.62,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2015,4.84,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,6.29,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,11.26,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,5.91,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,5.48,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,4.94,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,5.43,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2015,4.16,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,6.91,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,13.19,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,5.83,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,6.08,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2015,4.58,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,7.46,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,15.04,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,6.18,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,6.62,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2015,4.84,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,6.29,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,11.26,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,5.43,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,5.43,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2015,4.16,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,6.91,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,7,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,13.19,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,5.82,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,7.46,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,7.58,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,15.04,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,6.2,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,6.29,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,6.35,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,11.26,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,5.39,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,7,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2016,13.1,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2016,6.82,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2016,5.5,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2016,5.55,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2016,6.36,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2016,4.61,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,7.68,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2016,14.82,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2016,7.66,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2016,5.71,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2016,6.07,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2016,6.98,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2016,5.45,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,6.24,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2016,11.32,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2016,5.92,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2016,5.28,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2016,4.97,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2016,5.64,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2016,3.33,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,7,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2016,13.1,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2016,5.96,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2016,6.36,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2016,4.61,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,7.68,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2016,14.82,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2016,6.48,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2016,6.98,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2016,5.45,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,6.24,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2016,11.32,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2016,5.39,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2016,5.64,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2016,3.33,,,,,,,,
YI,Yearly indicators,CAN,Canada,BA:147,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2016,7,,,,,,,,
